,all,also,and,and the,are,bank,been,between,but,can,capital,countries,economic,economics,economy,financial,for,for the,from,from the,government,had,has,have,his,income,its,market,may,money,more,new,not,one,other,policy,price,rate,reserve,retrieved,social,some,states,such,tax,than,that,that the,the,their,theory,there,these,they,this,trade,united,was,were,when,which,with,world,would
random,0.14834344126755722,0.0,0.35783266762972676,0.06798311085441439,0.06630359913135916,0.0,0.0,0.0,0.035218283460258036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056474479800921365,0.0,0.1459988887381352,0.033652157967951575,0.0,0.076559072994572,0.06798311085441439,0.0,0.1186049442533343,0.0,0.0,0.0,0.0,0.0,0.03613410998835514,0.06867153439026243,0.0,0.10248915300449915,0.0,0.0,0.0,0.09644187951326155,0.0,0.06901944301648753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7802002659022153,0.0,0.0,0.0,0.0,0.03689250054671425,0.0,0.0,0.0,0.3274418575156307,0.1072908645850575,0.0,0.0,0.17352509476584194,0.0,0.0
random,0.0,0.0,0.257814912999166,0.0,0.3343976313948482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5890682644070405,0.3394446776113522,0.0,0.0,0.3428681329882363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4918607819736303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random,0.0,0.0,0.4248853963917714,0.030543525449599852,0.014894476304604377,0.0,0.033323950733439,0.0,0.03164581684010315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1268645763170713,0.04490668895233905,0.09183235372489222,0.03023855573568067,0.0,0.05159481446976863,0.0,0.016575102480394573,0.1776231913937126,0.0,0.0,0.0,0.0,0.0,0.01623437195146095,0.01542641055955632,0.03164581684010315,0.015348812441590831,0.015742446877368633,0.0,0.0,0.0,0.0,0.015504564941179117,0.020488497599754543,0.0,0.0,0.01729027616713992,0.0,0.0,0.04273983925186429,0.0,0.8325068924832246,0.0,0.0,0.0,0.08978505813222566,0.0,0.04424142936786258,0.0,0.0,0.17386132790089945,0.032135836992230306,0.0,0.029059621105993767,0.11694231291080806,0.017383063872299202,0.01785923079568952
random,0.0,0.0,0.6029720312665754,0.0,0.0,0.0,0.0,0.0,0.0,0.37403196744996314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4070583580273051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5751767641307186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random,0.055097731803937726,0.04757582196607158,0.3417588914896331,0.0,0.04925297527629053,0.0,0.0,0.0,0.05232310967327492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12585453250578904,0.09899813396039028,0.08676306869120465,0.04999634789374263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10464621934654984,0.0,0.052057039870523285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04711062461309808,0.0,0.8331233644749427,0.0,0.0,0.0,0.0,0.0,0.09753154938248176,0.0,0.0,0.30957430932717467,0.05313330769380359,0.0,0.04804710050226565,0.12890140677560508,0.0,0.0
random,0.07514341468276879,0.0,0.517886414717943,0.06887373040165717,0.06717221606719484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05916462471642795,0.06818604286238474,0.0,0.07756204279208202,0.0,0.0,0.16021165359341694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09240054900335558,0.0,0.0,0.0,0.0,0.0,0.06425043437111658,0.0,0.6422173530217096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48251860703878713,0.07246429286254734,0.0,0.06552761936178988,0.058599459211853985,0.0783954332102948,0.0
random,0.0,0.0,0.4854852343013173,0.0,0.0,0.0,0.04696141502164942,0.0,0.04459652308980047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17878252394585953,0.0,0.18487677913214662,0.0,0.0,0.048472953975581615,0.12912939282049027,0.0,0.5006271000238738,0.0,0.0,0.0,0.041358959905410664,0.0,0.0,0.0869580049948558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048993787284394914,0.0,0.0,0.0,0.0,0.0,0.0,0.5248532046288549,0.04623264340394788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22616509367266732,0.0,0.04528707865798897,0.2457117293288512,0.1464886063913801,0.0,0.0
random,0.024255881382994136,0.015708362075782474,0.43464431175460055,0.04446412349184868,0.0,0.0,0.024255881382994136,0.0,0.06334459742256626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10619370915487761,0.05447790035681139,0.04774503944389291,0.01650755999006742,0.01381978208127353,0.04381405218311191,0.01111603087296217,0.018097061309960055,0.34261479990208393,0.0,0.006063970345748534,0.0,0.016021632202636558,0.007501944837127342,0.0,0.0,0.0403101983598149,0.027930284807097274,0.0057293165385755825,0.02306610628839553,0.007456597380524931,0.0,0.0,0.0,0.0,0.012652807547707808,0.0,0.012585269110019346,0.0,0.0,0.08814367055764565,0.033404562789698077,0.7136049554999286,0.047758932047147616,0.0,0.01272092572156401,0.006535286699470373,0.02412941507994674,0.059037935342631555,0.0,0.0067181697261759175,0.3455799754812876,0.07017322673970337,0.0,0.010575977743755896,0.09457791728995459,0.0,0.07149670307110097
random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23481745135594295,0.0,0.0,0.0,0.0,0.0,0.0,0.41820489266571276,0.2467223656710963,0.21623023287431517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25947228524183896,0.0,0.0,0.0,0.0,0.25555143544754294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416443790345347,0.0,0.0,0.0,0.0,0.0,0.4861347103944622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random,0.0,0.0,0.4245447199583683,0.2823010775614253,0.0,0.0,0.0,0.0,0.0,0.2633510157062645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646021551228506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29100175251661275,0.0,0.0,0.0,0.0,0.0,0.0,0.32132883092141135,0.0,0.0,0.0,0.0,0.0,0.0,0.40497443594772664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random,0.0,0.13800347742145766,0.44059649083385866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24337800752991595,0.0,0.25167416339505283,0.14502471176703816,0.0,0.0,0.0,0.0,0.34075373652345203,0.0,0.0,0.0,0.0,0.0,0.15572073835533112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2974408012502535,0.0,0.0,0.0,0.16584901338744526,0.0,0.0,0.0,0.0,0.4202862665998693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3848503244054447,0.0,0.0,0.0,0.24927006540195085,0.0,0.0
random,0.0,0.07170430865511973,0.34338989887875176,0.0,0.07423204466993115,0.0,0.0,0.0,0.2365776722775544,0.21300954740847722,0.0,0.0,0.0,0.0,0.0,0.0,0.25291031933199265,0.07460294389489512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2365776722775544,0.0,0.0,0.0,0.0,0.0,0.0,0.0772726434796277,0.0,0.0,0.2670239337894159,0.0,0.0,0.0,0.0,0.0,0.6005277986750406,0.0,0.0,0.0,0.0,0.24782417103573717,0.07349775612411752,0.0,0.36799893966223335,0.06665393984461111,0.0,0.0,0.0,0.0,0.0,0.0
random,0.0,0.0,0.2995796902946942,0.0,0.0,0.0,0.0,0.0,0.0,0.3716669270168403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5715398656253953,0.0,0.0,0.0,0.0,0.0,0.3847247998076838,0.0,0.0,0.3489007694303852,0.0,0.4191813068703348,0.0,0.0,0.0,0.0
random,0.0,0.0,0.3479675602353984,0.0,0.07522161705811137,0.0,0.0,0.0,0.0,0.07194971154810194,0.0,0.0,0.0,0.0,0.0,0.0,0.06407045392399756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3116321847001584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46981649685694254,0.0,0.0,0.0901945252986503,0.0,0.0,0.0,0.0,0.0,0.7191757340378357,0.0,0.0,0.08826236653474315,0.0,0.0,0.0,0.0,0.09322616479226647,0.0,0.0,0.0,0.0,0.06562156705142891,0.0,0.0
random,0.02568622582333771,0.0,0.3186518129339365,0.0,0.0,0.0,0.02568622582333771,0.0,0.04878542788764867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13690276567926277,0.046152325000316755,0.060672618524255734,0.02330799182279673,0.0,0.1590779036236946,0.09417225447426049,0.0,0.2738252401161196,0.0,0.0,0.0,0.04524376377751811,0.0,0.025027029200763173,0.023781469877079776,0.17074899760677034,0.023661844038146612,0.0485373476558682,0.0,0.0,0.0,0.0,0.0,0.0,0.026797861255828455,0.0,0.0,0.0,0.02753192374569611,0.17570148212947612,0.028299516469358098,0.7767940413500966,0.0,0.0,0.0,0.0,0.0,0.18187444893398658,0.0,0.0,0.20617378709572293,0.07431126992779692,0.02477042330926564,0.02239926460220629,0.08012406403385378,0.0,0.0
random,0.0,0.0477692216419958,0.30502059540212206,0.10141174617469095,0.0,0.0,0.0,0.0,0.0,0.0473021332230651,0.0,0.0,0.0,0.0,0.0,0.0,0.08424409443668261,0.04970028480716926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14616563383158956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051478831641697996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9092500872723673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0431418005741105,0.17314768042067735,0.0
random,0.0,0.0,0.2610021934011246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2883463446142453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3335254655366579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7469122409349831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3039720950745752,0.0,0.0,0.0,0.29532706307315537,0.0,0.0
random,0.0,0.09529990999921563,0.5324533246351333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0840337600427128,0.09915239365957411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204365839687542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09436806554465499,0.12159581547955113,0.7255839513839336,0.0,0.1357136515894224,0.0,0.0,0.0,0.09768352383762346,0.0,0.0,0.26576287760488826,0.0,0.0,0.0,0.0,0.0,0.0
random,0.039563293839874926,0.03416213630744677,0.4817155310487362,0.13296169774183933,0.0,0.0,0.0,0.014135378712564602,0.07514191582281554,0.033828098245141144,0.0,0.0,0.0,0.0,0.0,0.0,0.24098849747329726,0.011847711739482479,0.020766933402958813,0.011966737031809999,0.0,0.0,0.012087427067439939,0.0,0.08435204541140043,0.0,0.0,0.0,0.011614476004006181,0.0,0.0,0.01220982907547532,0.03757095791140777,0.0,0.0,0.0,0.0,0.0,0.0,0.012271687382528006,0.0,0.0,0.0,0.0,0.0,0.0,0.07893222923866267,0.0,0.8063097156610236,0.0,0.0,0.0,0.0,0.013119005708605061,0.07003317959817769,0.0,0.0,0.06351197078970457,0.025435150669538126,0.05087030133907625,0.011500180334642403,0.061705676630316245,0.0,0.0
economics,0.030301719567092846,0.029902796217140544,0.47933441386477077,0.051579278957549456,0.10576953183774204,0.015503323361894345,0.038959353729119364,0.034025688544393355,0.03699743113241803,0.03948054142493672,0.036164973586968935,0.021818893154773894,0.17557718392041471,0.2793405097253345,0.06484023334470107,0.017636499723837542,0.13183876049505244,0.02203739182228411,0.09997740030313404,0.026186806324544818,0.03452879361445766,0.0029787653124724437,0.06480473510051085,0.05167496781683502,0.02614990298854301,0.05355327467019046,0.03607347567511053,0.09699553458423411,0.04701951424256904,0.03748729226913332,0.04358315619336504,0.02271094987251268,0.04658935772230419,0.04253498160249013,0.07089197438822725,0.04207961728801078,0.0940388857537498,0.020638017516390904,0.0021843551265091753,0.0,0.0390350091808018,0.025591558756350632,0.013919599859070007,0.08085691767558913,0.023884589292047797,0.038665555164083355,0.18136373717080306,0.03497432806502795,0.6924981179980989,0.04687804275332355,0.10823343454676863,0.034810276118119404,0.029546711837214443,0.022966652363037784,0.04214473494549937,0.04816703048463508,0.009591645804866373,0.02432206397945738,0.013914932755860587,0.02226389240937694,0.0805306895124629,0.05626271245131966,0.006021543236788384,0.017012844272196678
economics,0.01842732985324822,0.02121552220523066,0.40640213461950175,0.02814970443945988,0.09883537401137307,0.0,0.012284886568832146,0.05267049547315134,0.058331209490805926,0.07352826739451475,0.0513168597755497,0.0,0.17993301073437995,0.23497657284840004,0.04731740843784821,0.015015353699898214,0.07482987558707545,0.01103657815313666,0.07738064144114658,0.06131100018851074,0.020997932739742087,0.006340149045463391,0.02814970443945988,0.06721459319572765,0.0,0.02279707916967949,0.012284886568832146,0.2133316830571682,0.04327724203443316,0.0,0.017954421389160376,0.02274780747388608,0.07583057233804771,0.039608417058247976,0.046427670176640276,0.015576400893639627,0.10574328938035818,0.00798672014200136,0.0,0.040010344567951654,0.05287164469017909,0.03204136412248287,0.01975143580243175,0.050992532825696046,0.01694570737828845,0.0395028716048635,0.17856864938667869,0.020302107762148826,0.7147631908958423,0.03628272996456338,0.18882730246492532,0.05798495398504307,0.03309929436498612,0.018331252689743904,0.09242117456970503,0.015772469479282732,0.013610217123521496,0.004930310909351778,0.0,0.023693776011250743,0.09641555909393797,0.10538201966158073,0.0,0.05267049547315134
economics,0.01896588365223129,0.06550668962407605,0.44115423363793627,0.060842045447713655,0.12291640178706102,0.01273590834408948,0.014224412739173468,0.04065737536330084,0.03602159210174049,0.10135338106741555,0.062248179331832514,0.0,0.13355170691862298,0.06595744241841531,0.16436350720786172,0.0,0.10108460244021124,0.012779022581832816,0.04479871164107526,0.02581480814573479,0.054029036280740274,0.024470419091849837,0.02172930194561202,0.02358374819372234,0.010109187859681809,0.08212169864280222,0.004741470913057822,0.0318725529853058,0.016703270571845022,0.1877067397549765,0.05081767364072508,0.06584802403482241,0.06303778617804585,0.008735572600490701,0.044798022039146304,0.21642705846133675,0.12243793901688933,0.0863114550461583,0.01435550096338237,0.0,0.011660756096846603,0.00989333976509899,0.02541085960206303,0.04428238894175881,0.013080719660724093,0.015246515761237815,0.17838195067865134,0.005223863370038163,0.6982466592032766,0.023339451529786347,0.15158982925900583,0.02486650488745071,0.030659983503142366,0.014150248916233402,0.037769132269661325,0.018262611911984635,0.005252995072441552,0.030446419688832892,0.02286210563451145,0.10516568591875268,0.057886139926501996,0.05546346926345578,0.004946669882549495,0.05590389112453866
economics,0.015124773349958829,0.030473212503845097,0.3961102349614916,0.018483758760745747,0.04056102112420065,0.0,0.02016636446661177,0.010807714853503628,0.009575411411240265,0.017242997036215,0.018051352745808238,0.031764433517758844,0.2442487894336844,0.06428797941581456,0.45310014950665994,0.030810733742902288,0.09980558714932464,0.022646490898934397,0.047634329259542904,0.018299202900266657,0.022979561773047445,0.005203863939120203,0.02310469845093218,0.0050153050633889,0.005374533836070593,0.02494849828874809,0.030249546699917657,0.02259332359686647,0.013320401318209683,0.012474249144374045,0.02456103301485066,0.042009598174547955,0.01915082282248053,0.013932760327672714,0.0142900788023939,0.006392394747382993,0.012398845301236913,0.0,0.0,0.02814828679838843,0.06819364915680302,0.031558671215122215,0.01621157228025544,0.04708532495646233,0.00695434404746815,0.005403857426751814,0.06035048962675249,0.022218069998880055,0.7192421190561569,0.029780118530577476,0.018598267951855367,0.021152381181548274,0.016300332038363313,0.0100306101267778,0.031235399698203475,0.051782874229332566,0.00558549314730765,0.06879386248169418,0.019447364041822353,0.004861841010455588,0.04396439329574029,0.05504252367962381,0.031558671215122215,0.021615429707007257
economics,0.016906581736428256,0.024330841954600602,0.24857538455188913,0.028409260105904534,0.07808453020732337,0.15515838603612325,0.016906581736428256,0.02416188465465715,0.013379330712788996,0.06505092311774145,0.010088966743125984,0.046158469479149644,0.03174686913915308,0.019598610357770982,0.028941636857909625,0.02066427746046681,0.07723620813577742,0.010125764943833824,0.03327874997084627,0.02045498219288591,0.04495176246212484,0.008725375481302011,0.028409260105904534,0.05045530053432765,0.0030038465202843556,0.017429758109441692,0.030995399850118465,0.059980581210591195,0.03474249694112302,0.1359521132536452,0.04667265250201498,0.015652878202291335,0.04816559056604039,0.020765521205381002,0.0638942163833036,0.37870966491456803,0.10394639642150169,0.36638009402898436,0.055452761268893626,0.0,0.0,0.01763825619221533,0.0030202355818321437,0.04093624807022813,0.0038868081967682387,0.03020235581832144,0.10841820519623575,0.02173108031433251,0.7150552839116097,0.036062469352465286,0.013859519522866893,0.017733214231946137,0.0394780312217304,0.02803072251907092,0.1197091101595998,0.02170622764343222,0.009365257341209058,0.033925711852496085,0.010869202536910755,0.02173840507382151,0.05651527664454391,0.08130344796713714,0.0029397093653692214,0.027182120236489294
economics,0.014043270636561219,0.03291367724037679,0.27791364808000335,0.057002591332020264,0.0663545486386606,0.4769033030884648,0.020061815195087453,0.017202694391935336,0.015241230770556174,0.022299684540539207,0.03112679858117297,0.04550364852988601,0.04746635291764507,0.009302500179109387,0.023181486412718853,0.0637540809395243,0.09776065097144851,0.027034900573210886,0.04738737674453307,0.012743033539201275,0.052578984245373495,0.006212262412683638,0.020226725956523316,0.0439058753876263,0.002138668172094351,0.00992766272557431,0.04212981190968366,0.07192381486804271,0.05477222120953324,0.11416812134410455,0.02541104830305832,0.011144481646066566,0.022861846155834264,0.01478456338531391,0.051177579077946136,0.08139845638965472,0.002466913096584391,0.09912452832228215,0.10629517129220414,0.016801413920963425,0.0,0.03767407243493195,0.019353031190927253,0.043718470754858,0.0,0.019353031190927253,0.07204513466943438,0.01768230719213767,0.7623349332481103,0.025675631191684346,0.012334565482921956,0.01262563203901763,0.017296880629188303,0.02394865930234162,0.04261503743271094,0.01803004498767022,0.026671373072976765,0.04669833273824218,0.02708515923722425,0.019346542312303035,0.041987008294262655,0.03598327957636291,0.0,0.010751683994959587
economics,0.04781792411110656,0.026543474565642974,0.41665782391494915,0.031305840091614155,0.10686352037088523,0.03211053646909996,0.006831132015872366,0.04027092725814028,0.055140592772737355,0.03504524257667673,0.02445878113050174,0.15063788754777768,0.1039017328425705,0.0316754023418246,0.04385218399274996,0.016698870244232656,0.17944264363051818,0.02761649029098964,0.0914350669959963,0.04339056239053034,0.038920356814555614,0.007051004482165904,0.018783504054968495,0.030579820115960644,0.003641127305693254,0.22817772204999856,0.07514245217459603,0.026786331144647568,0.042113288220968166,0.03380410697037016,0.043262841356052115,0.04110971183405422,0.12325544266847173,0.03146378558595078,0.04840605503187807,0.01732282186578135,0.02519982694075307,0.07993969732212554,0.005170564368790214,0.04449629131092614,0.04199971156792179,0.017816915692541426,0.043931920645243934,0.028354899461570625,0.0047114136363749625,0.02562695370972563,0.1372605334253172,0.033867560163452895,0.76346539560627,0.04707586074070949,0.0,0.007165134228355423,0.025767263494180476,0.01698878895331147,0.07255299277093206,0.0,0.04919261819752828,0.03564012241064045,0.013175157212929011,0.023056525122625772,0.02978490000993173,0.04528082029291803,0.057014130216132566,0.021965960322621967
economics,0.018970700045836963,0.04095207817102836,0.3072520659505001,0.039992069003097576,0.10514140993443724,0.0382174278990532,0.01517656003666957,0.026434005207837303,0.019816906889564705,0.05839437300385652,0.0067924349761563025,0.03585734303606447,0.08335742839449227,0.02199139744561129,0.07063336554322809,0.016231020015433285,0.1198878950274534,0.015338721383566421,0.06273412360809874,0.030985636591688053,0.025940523348351934,0.007832522676605851,0.020865427305963954,0.02830768475501137,0.0,0.009387720397764608,0.034147260082506535,0.029755270563815977,0.03341502474793979,0.22765221964579177,0.048058001782972995,0.019320325542143846,0.045038424749010694,0.01398046560413605,0.030470390989822918,0.06494460605936185,0.23094160353869642,0.18500008687303135,0.03733378102608095,0.02294879074519272,0.0023327434700878428,0.025729215674811193,0.010166925079937425,0.04724654343661897,0.007850424908773015,0.02846739022382479,0.1492300643431889,0.0271709878554066,0.8006932047449062,0.04669075718534604,0.048987612871844693,0.0318372092750561,0.0204451797453334,0.02453332678767652,0.06884122995472484,0.014613799767564434,0.010508658145208476,0.028931443990622266,0.01463546334414109,0.053053554622511455,0.04301205267132897,0.07692887520346535,0.007916681746095753,0.05693478044764958
economics,0.00611088987102174,0.010553269582586428,0.3116590689890969,0.005601020172796078,0.010925295756441923,0.11489981549539033,0.02444355948408696,0.013099982465657177,0.017409469525563527,0.005225039749188256,0.007293321103082866,0.0,0.18589365432668697,0.12042671745270311,0.07061151203775418,0.03734555151177096,0.09770969038325936,0.010979883822102573,0.12509760426975322,0.049905858070023915,0.013926711630341515,0.04415306019461519,0.03920714120957254,0.0060790286643265376,0.006514448240719615,0.015119981168874402,0.01222177974204348,0.05477053141606924,0.0322911968106737,0.007559990584437201,0.029770317425488566,0.03960416803642353,0.02901578254260587,0.016887836000923712,0.0173209401137682,0.10072650723225576,0.01502858451043838,0.015891385547593583,0.42553722292098484,0.09098243085188715,0.00751429225521919,0.012750707717013208,0.05239992986262871,0.012682646705622472,0.0,0.019649973698485763,0.1045007949837651,0.03366302814138808,0.7392137516510439,0.02406423163846328,0.0,0.006409676475118853,0.0,0.0,0.016225837372416188,0.02353717067925139,0.04062090642670413,0.15205450887514502,0.005893015577398792,0.017679046732196373,0.015986712892432076,0.06195130953708718,0.006375353858506604,0.013099982465657177
economics,0.023170464776754,0.031439958936808905,0.2676712372440507,0.042474416448929124,0.07002813320570311,0.20153069268654994,0.015446976517835997,0.016556927534453827,0.014669094715900307,0.013207743555191217,0.00790110036771748,0.0,0.029834793490639094,0.0012790423394120267,0.018415662529876475,0.062035130242868546,0.08316958426519885,0.024780995652892487,0.053861485588637036,0.025029952186998824,0.03771818929550305,0.007972082841474989,0.03539534704077427,0.03512328786750602,0.009409761554484778,0.004094996198740572,0.03641073036347056,0.07293231062569713,0.018462796625033338,0.03548996705575162,0.012900474976107537,0.01940919168192891,0.0324815668709221,0.014229570032583875,0.050038287310750065,0.06155510727688658,0.016280971716918627,0.07747052911635995,0.484382801706194,0.006160270709490419,0.0013567476430765525,0.01381327107467772,0.06267979709471808,0.01946434590934788,0.004565888032140185,0.013009014491356581,0.09339761514028075,0.02552780443737557,0.7558418369474005,0.022810893475708933,0.0,0.011573030639659435,0.026160479938057063,0.015366438442033885,0.038085658134579745,0.002833178850750227,0.07212093775767325,0.0557942124854839,0.02021632374016626,0.0170242726232979,0.03944870682547772,0.04302175637958396,0.00115110592288981,0.015374289853421413
economics,0.004905846996668754,0.012708310977492124,0.15891154478448546,0.04946173704688006,0.09209415000269311,0.34920198803334,0.009811693993337508,0.02103343735265589,0.018635189656112886,0.0,0.0,0.0,0.02210906285582766,0.011374006320317763,0.0,0.041973622798942296,0.06350045045188432,0.01322204242164507,0.019313242397851798,0.00890324973927127,0.044721680715714966,0.005063750646592368,0.035972172397730956,0.02928161214978326,0.0,0.0,0.024529234983343768,0.02748125198668375,0.030244086640199175,0.012138381769692787,0.00955989228503568,0.08629904658355618,0.03261158189819755,0.004519207582638242,0.013905320473792377,0.031101402163876402,0.0,0.0,0.7426586873382973,0.03195546456771676,0.0,0.025590798754016608,0.06310031205796766,0.0,0.0,0.0,0.037752146564326426,0.027024814551042158,0.49668663910918315,0.028978293097014385,0.006032504082125552,0.010291428171269794,0.010574298619202224,0.019521074766522175,0.013026167583117353,0.0,0.059786149972049334,0.00787548206709603,0.009461873272761255,0.004730936636380628,0.034224526633720456,0.06886351491347076,0.0,0.005258359338163972
economics,0.004263309818322594,0.0220877116638284,0.2791348694580594,0.042983547861652226,0.022866352519651547,0.10878958846320698,0.034106478546580755,0.0,0.012145851737909504,0.007290579190266304,0.005088242158380396,0.0,0.10567345790877952,0.029652930178214507,0.032841780156515656,0.10421765719314756,0.07466010832350106,0.015320402589740857,0.11412925938402729,0.05029152526612017,0.05343843241501639,0.030803725645479205,0.050798738381952625,0.03816973439833744,0.19997363987885247,0.0,0.02131654909161297,0.04298747284404282,0.01877350371140443,0.0369200033640403,0.020769493355874306,0.0671018066341475,0.040486172459698336,0.01570924007306577,0.016112118007511257,0.05405586978105537,0.0052424044002719085,0.027716871626618653,0.23234036185700022,0.07934325011016205,0.026212022001359542,0.013343445524591427,0.05026617526162953,0.013272220584141332,0.005880786952284141,0.027417913779070647,0.17861919016152442,0.04697054648954221,0.8100139429464026,0.008394299126642265,0.010484808800543817,0.013415281845396728,0.004594671537425837,0.025446489598891626,0.018866802609868623,0.0,0.05195573370890336,0.17110001618208376,0.037001773114602725,0.04522438936229222,0.026024260532086278,0.0598442021233357,0.0,0.04569652296511775
economics,0.014305062502261094,0.04940857523811613,0.42393747370169643,0.03933450545143431,0.10230067433727678,0.019212177847968043,0.02861012500452219,0.015332960657530039,0.0,0.012231364296610921,0.017073031331067995,0.01802574609113178,0.22563898585061407,0.5140684181687672,0.0,0.06993815432225703,0.10891899991422722,0.01285147725272956,0.1351581359028234,0.025961173285672864,0.11410427872985407,0.0,0.01311150181714477,0.05692191273719554,0.0,0.0,0.0,0.016026632203443816,0.06299240623420954,0.0,0.04181383665609032,0.02648854801223266,0.0407540562750734,0.013177652497974424,0.027031211073458836,0.054413539863471305,0.0,0.0,0.06496602287496196,0.0,0.052770916825503646,0.014924149730212662,0.030665921315060077,0.029688974543357432,0.019732327346550966,0.030665921315060077,0.024462728593221843,0.0,0.6112950425394298,0.02816613823213518,0.0,0.04501348798510604,0.0,0.11384382547439108,0.10128873651811955,0.0,0.04754500715910829,0.011482141950385407,0.01379503770166832,0.01379503770166832,0.024949004368568554,0.07808911148291835,0.05969659892085065,0.0
